name,desc,devfolioLink,githubLinks,longDesc,special_mention,stacksUsed,result,label
Recommendation by tracking user’s scroll behaviour,"Track user's scroll activity using frontend techniques, and use it to place ads or recomendations at the point frequently used or seen by users.",https://devfolio.co/submissions/recommendation-by-tracking-users-scroll-behaviour-69a9,"[""https://prod-recommend.herokuapp.com/"",""https://github.com/adithyaharish/haxplore-2.0-submissions""]","The problem Recommendation by tracking user’s scroll behaviour solves\nPeople’s behaviors are rarely stable and their usability gestures change over time. But one user behavior that did change is the tendency to scroll. Most of the time we spend in an app goes in scrolling, and the remaining few in actual viewing of the content. So, what if we can track the scrolling behaviour, understand where they stop and recommend based on that.\nMost of the user's time goes wasted in scrolling content that he/she isn’t interested in. To understand their interest, their scrolling behaviour can be tracked. Point where they stop scrolling and spend some time viewing the content shows that they are interested in that content. So, our idea is to retrieve the products when scrolling stops, get similar products to that using ML techniques and display that at their point of scroll. We can aslo display ads instead of recommendations.\nTo track the user’s scroll behavior, we use Javascript. The JavaScript detects the scrolling activity. It also creates a div with an id which is used to display the data present on the screen. Once, the user stops scrolling, we extract the product present in that div tag and send it to the recommendation system. After finding the user’s interesting products we intend to find similar products using cosine similarity. For this, we implement ML techniques based on content recommendation.", ,"[""JavaScript"",""AJAX"",""NumPy"",""Machine Learning"",""Heroku"",""Python"",""Kaggle""]","{""Category"":""miscellaneous "",""average predictions"":0.688554}",miscellaneous 
Trinetra,Smart E-Biometric Attendance System,https://devfolio.co/submissions/trinetra-b52c,"[""https://github.com/adarsh1405/Trinetra"",""https://www.iwd326.com/"",""https://docs.google.com/presentation/d/1ymKfFeqjGNHqtzixWw0BrP_W1vr03ZP4cD3xsWuo2fY/view""]","The problem Trinetra solves\nWe will create an app which will be installed in every employee's mobile phone and with it they can give the attendance from their mobile phones which also covers all the loopholes from the current attendance system and keeps pandemic rules in mind.",MLH: Best Domain Name Registered,"[""Flask"",""Python"",""Flutter"",""MongoDB"",""GeoJSON""]","{""Category"":""miscellaneous "",""average predictions"":0.144366}",miscellaneous 
ICU Requirement Prediction for Covid Patients,"The model predicts whether an already admitted covid patient requires ICU treatment and also shows the correlation between patient's attributes like gender, age, and predicted ICU requirement.",https://devfolio.co/submissions/icu-requirement-prediction-for-covid-patients-5114,"[""https://github.com/Ayushi-2110/ICURequirementPredictionforCovid-Patients-TheTechToddlers-SheHacksDTU""]","The problem ICU Requirement Prediction for Covid Patients solves\nThe COVID-19 pandemic impacted the whole world, overwhelming healthcare systems which are unprepared for such intense and lengthy request for ICU beds, professionals, PPE and healthcare resources. There is urgency in obtaining accurate data to better prepare healthcare systems and avoid collapse.\nOur model does this by enabling hospitals to manage their resources efficiently, since huge demand and short supply of resources like ICU beds has led to a resource crunch. Based on the individual clinical data, our model predicts (at early stages of hospital admission) which patients will need ICU support. This helps in the following ways:\nHospitals allocate ICU resources efficiently and make sure there is no shortage. This enables more targeted patient care to avoid high-risk patients’ deterioration and consequent need for ICU admission.\nHospitals can discharge stable patients confidently if the model predicts low risk for ICU admission, thus freeing up resources for those who need them.\nSmaller hospitals will be able to gauge the no. of ICUs required, based on the hospital’s patient database. This lead to an efficient allocation of ICUs throughout healthcare system.", ,"[""NumPy"",""Logistic Regression"",""Sklearn scikit panda bootstrap""]","{""Category"":""health and wellness"",""average predictions"":0.317469}",health and wellness
Signlanguage Motion Transfer,A CLI tool that lets the user map/transfer the motion of a human being communicating in sign-language in a video onto a 3d mesh and designed to be used to program motion without any manual work.,https://devfolio.co/submissions/signlanguage-motion-transfer-2069,"[""https://github.com/ayankashyap/signlanguage-motion-transfer"",""https://ayank.hashnode.dev/language-invariant-sign-language-framework-for-interactive-robots""]","The problem Signlanguage Motion Transfer solves\nA highly sought after feature in cutting edge humanoid robots is ofcourse human interactivity and accessibility. Although a few robots have been designed to transmit sign language, it is a very cumbersome task since the robot movements have to be specifically programmed for each individual element in the sign language vocabulary. This tool will be used by robotics developers who work on highly interactive humanoid robots to incorporate sign language into their range of vocabulary. The generated 3d mesh along with the pose coordinates can be used to infer and program motion into their robots without having to manually program the sequence of motions. Moreover, this tool can work with any kind of video, so as long as there is video data of the sign language, the tool can work with it. Furthermore, since the tool processes any kind of video, it can also be used for other motion analysis projects.", ,"[""PyTorch"",""OpenCV"",""Python"",""Blender"",""OpenPose"",""argparse"",""Pytorch3d"",""SMPL-X"",""OpenDR"",""PyOpenGL""]","{""Category"":""technology"",""average predictions"":0.243095}",technology
Securex,A decentrailsed encrypted credential storing app,https://devfolio.co/submissions/securex-7c09,"[""https://github.com/Ishan-001/Hacko-41-Bareilly-ki-Barfi"",""https://www.figma.com/file/IqafSV2RBopK6yJFw5TI6L/SecureX?node-id=0%3A1"",""https://parthsharma1410.github.io/#about""]","The problem Securex solves\nMost people nowadays use credential storing apps owing to the large number of applications that they use.\nAre the credential storing apps totally foolproof?\nMost used password managing apps on PlayStore using offline encryption to store passwords.\nThat means if you lose you phone, you lose everything\nIf passwords are stored on a database, there is always a chance for data breach.", ,"[""Solidity"",""IPFS"",""Infura"",""Java"",""Android Studio"",""Figma"",""Kotlin"",""Ethereum"",""web3j"",""HTML5""]","{""Category"":""miscellaneous "",""average predictions"":0.181176}",miscellaneous 
OrganicChain,Seamlessly share Organic Food data across with high transparency.,https://devfolio.co/submissions/organicchain-c80d,"[""https://haxplore-orange.web.app/login/login"",""https://github.com/NaikAayush/orange-haxplore-2.0/""]","The problem OrganicChain solves\nTraceability of Organic Food\nOrganic Food is becoming increasingly popular these days, but how do we ensure that the ingredients used in it have been produced where the manufacturer says it has been produced, that they have been stored at ideal temperatures and that this data has not been tampered with.\nOganicChain does exactly this.\nOrganicChain connects producers, suppliers, sellers and consumers to automate the process of supply chain tracking. This increases consumer's trust in the system to ensure organic foods are always safe and of the best quality.\nSimplicity\nFor producer, suppliers and sellers the process is the same as data entry into a system which is already begin undertaken in most establishments. On the producer's side, there is an additional step of printing and applying the QR code to the ingredient.\nFor the consumer, a QR code will be displayed on the food item which they simply have to scan using a QR code scanner (built into most phones these days) and OrganicChain will display all details of the producer, supplier and seller along with item weight, storage temperature and exact timestamp of dispatch and arrival at each location.\nThe consumer does not need to have any special app installed, they only have to scan the QR code and click on the link.\nSecurity\nThe consumer needs to ensure that the data is not tampered with at any point in the supply chain. The change log needs to reflect which part of the data was changed and store the previous version too. OrganicChain does this by using a blockchain network to store all data.\nIn summary, OrganicChain stores all versions of the data thereby ensuring that it cannot be tampered with.\nFeatures\nHyperledger Blockchain for data\nProducer login\nProducer create new item\nQR Code gen\nSupplier login\nSupplier update existing item\nSeller login\nSeller update existing item\nQR code scanning to get all data (consumer)", ,"[""Firebase"",""scikit-learn"",""AngularJS"",""Hyperledger"",""Nodejs""]","{""Category"":""technology"",""average predictions"":0.353942}",technology
Self-Stabilizing Spoon with Remote Monitoring,The stabilizing spoon compensates for unintended tremors or shivers and keeps the spoon bowl stable. The application displays sensor data graphically to the doctor for remote monitoring.,https://devfolio.co/submissions/selfstabilizing-spoon-with-remote-monitoring-960a,"[""https://github.com/vishalvhingorani/Hacko-Team-38-Chiral"",""https://drive.google.com/drive/folders/1t5cpAuAZX-tAslALSHiiIR56tOAh9pWn?usp=sharing""]","The problem Self-Stabilizing Spoon with Remote Monitoring solves\nParkinson’s disease is a neurological degenerative disease that results in irrepressible shivers in the limbs. Due to unintended tremors in their arms, patients are unable to perform everyday menial tasks like eating food out of a bowl with a spoon.\nThe stabilizing spoon compensates for unintended tremors or shivers received from the user and calibrates its head against these forces, thus keeping the spoon bowl stable at all times. This spoon can move as quickly as 500°/second, hence effectively steadying the spoon and easing the eating process of patients.\nAnother part of the holistic product is a mobile application for a designated doctor to monitor the patient’s progress.\nDuring this pandemic, people have been terrified of entering hospitals for non-COVID diseases and ailments, and we aim to create and market a product to help people adjust better to this new norm.\nWe have developed an application that analyses data collected from the spoon via sensors and statistically displays it to the designated doctor. By using this application, a doctor can not only monitor your progress but also offer diagnosis and treatment remotely, without the patient needing to leave their home.\nWith this project, the absolute aim is to make a product that can make a patient’s life easier.\nThe product will not only make it easy for the user to eat food out of a plate/bowl but also help their recovery by enabling inexpensive and thorough communication with a designated doctor.\nIn an age where people are petrified of the thought of entering the premises of a hospital, we are trying to use all the technical experience we have to create an experience that avoids as much physical contact as possible.\nIn the case of neuro diseases associated with nerves and muscles, it is imperative for the doctor to check up on the patient’s movements regularly, but we have attempted to find a way for doing that without requiring the patient to ever enter a hospital.",Winner,"[""Firebase"",""Java"",""Internet of Things (IoT)"",""Kotlin"",""Arduino"",""Android NDK"",""Sensors""]","{""Category"":""health and wellness"",""average predictions"":0.76851}",health and wellness
NFTProject,Passive income from NFTs as collateral,https://devfolio.co/submissions/nftproject-d942,"[""https://github.com/sebastiantf/nftproject""]","The problem NFTProject solves\nNFTProject (for the lack of a better name) is a peer-to-peer marketplace that allows generating yield from idle NFTs. Holders can put up their NFTs as collateral and lenders with access to liquidity can offer capital against these collateral NFTs. The capital thus raised will be used in promising (automated) yield generation strategies across DeFi. The yield thus generated will be distributed between the participants. There are several NFTs already available in the market with their value constantly going up. There are several collectors who buy these NFTs at very high prices. But once a collector acquires an NFT, there isn't much value generated from it, while sitting around idle inside their wallets. These NFTs can generate returns for the collector only in its next sale, and that too by having to cede ownership. This project aims to help collectors use their idle NFTs to generate passive income, without giving up their ownership. For lenders who are looking for high yield investment opportunities in DeFi, they can invest in such strategies with less effort (automated), while hedging the risk of being liquidated which they would've had to bear, had they invested in these strategies directly. NFT holders can list their NFTs in the marketplace as open for offers from lenders. Lenders checking the marketplace for listed NFTs can then see the NFT and make offers. Once the NFT holder and lender reach a consensus around the offer and the yield generation strategy, the NFT along with the funds offered by the lender will be transferred to the protocol's escrow contract. The capital offered by the lender will be invested in one of the high risk, even leveraged yield generation strategies across DeFi, by the protocol. The protocol would then keep accruing yield from these strategies. The yield thus generated will be shared between the NFT provider and the lender, generating passive income off of the otherwise idle NFT.", ,"[""Solidity"",""React"",""MetaMask"",""Dai"",""Ethereum"",""Scaffold-eth"",""Hardhat"",""Hashmasks"",""Yearn Vaults"",""Tenderly""]","{""Category"":""science and research"",""average predictions"":0.599188}",science and research
TECH'N FOOD,Know what you eat.,https://devfolio.co/submissions/techn-food-ad2b,"[""https://github.com/RIKI-05/haxplore-2.0-submissions/blob/main/submission_README.md""]","The problem TECH'N FOOD solves\nWe built an overall food traceability system that allows customer to compare what the actual information is and what they are served with. It will allow the user to scan the QR on the food product and the user will be directed to a web page of that product where they will see the comparision between the real information and the information given to them . The real information will be kept in the database maintained by the trustworthy third party who will keep track of ingredients their quantity nutritional value etc. The user will be able to compare this information with the information given on the packaging which is usually not that reliable and decide if the product is safe for consumption or not.\nIn simple words the tagline ""know what you eat"" the customers will be able to see the authenticity of what they get.", ,"[""Python"",""CSS3"",""HTML5""]","{""Category"":""general wellfare"",""average predictions"":0.172039}",general wellfare
Park.ai,"Park anywhere and everywhere, legally!",https://devfolio.co/submissions/parkai-9630,"[""https://github.com/MANASA-ERROR404/park.ai"",""https://bit.ly/3dB22Tg""]","The problem Park.ai solves\nWe make it easy to Park & Go!\n• On any given working day approximately 40% of the roads in urban India are taken up for just parking the cars.\n• Tremendous pressure on parking spaces have led to serious concerns like traffic congestion, accidents, disproportionate demand and supply ratio, environmental hazards etc.\n• Pollutants like oil and grease are washed off from the parking lots into the water bodies during the rains. The pollutants contaminate the water table and are also responsible for urban heat island effect. The pollutants it emits causes health\nhazards and may cause respiratory and cardiovascular damages.\nGuess what? It removes all the above and many more!", ,"[""Java"",""Python""]","{""Category"":""general wellfare"",""average predictions"":0.520991}",general wellfare
Shelliry Soul,A realistic way of vison! An advancement in e-shopping using AR,https://devfolio.co/submissions/shelliry-soul-b471,"[""https://krupaladdu.wixsite.com/my-site"",""https://shellirysoul.hashnode.dev/"",""https://docs.google.com/presentation/d/1eEv3L5vLMCZYupdAOxSqVK5p6LVJymfQTMF1sVLCcLg/edit?usp=sharing"",""https://github.com/yashwanth2546/HackNU-3.0.git""]","The problem Shelliry Soul solves\nHave you ever thought of the difference in buying the items online and offline? And what about the items that are too expensive / too massive which cannot be brought home for every trial but still you wanted to experience it in reality ? for example let's say: u wanted to buy some clothes on online but u dont have any feature like try that cloth on you instantly in all the app / there are some situations more recently no shopping malls/stores are allowed to trial physically due to covid and not only in this scenario, but what if u are not free to go to offline stores and buy something u want or what if that store is not really that near to you. \nAnd this is not only the problem here! In the indian retail market, currently not all shopping apps have the feature of reality experience especially in clothing, massive items like furniture , electrical appliances, jewelry, accessories and many more of type. So how can this problem be solved?\nlife isn't at the same pace as usual during the pandemic... What may the situation be...How can we take e-shopping to the next level currently in indian retail market?", ,"[""Java"",""Android Studio"",""SceneForm"",""Google Slide"",""Poly google"",""Blunder""]","{""Category"":""education"",""average predictions"":0.18224}",education
B-WELL,CARE THAT NEVER QUITS,https://devfolio.co/submissions/bwell-062d,"[""https://deepak91168.github.io/hugs_for_bugs/index.html""]","The problem B-WELL solves\nAt the times when the entire world is grappling with the COVID-19 pandemic, the mental health of millions of people has impacted. The levels of anxiety, fear, isolations the world struggles to bring COVID-19 unde control. However, the scenario surrounding mental health has of psychiatrists and counsellors in the country remain at an abysmal number.\nIt will spread awareness and to keep you about mental health.\nIt will provide the platform for people to check their mental health.\nIt will provide proper recommendations according to your peformance in mental health test.\nIt will provide the best care near you.", ,"[""JavaScript"",""Git"",""GitHub"",""Adobe Photoshop"",""Adobe Illustrator"",""CSS3"",""HTML5""]","{""Category"":""mental health"",""average predictions"":0.315865}",mental health
Pratibha HealthCare Web Application,"Pratibha is a solution concept revolving around the women who fight one on one with various problems, one of these is Polycystic ovary syndrome (PCOS), that needs our utmost attention to raise voices.",https://devfolio.co/submissions/pratibha-healthcare-web-application-1d9a,"[""https://github.com/vaibhavpathak999/Pratibha-PCOS-Application""]","The problem Pratibha HealthCare Web Application solves\nPolycystic Ovarian Syndrome (PCOS) is very common, but it remains undiagnosed and unmanaged among most people. WHO estimates that PCOS has affected 116 million women worldwide in past years. These numbers are alarming & increasing day by day. Pratibha is a Healthcare Web Application to spread awareness about PCOS among women & provide a Community platform to interact with other women having PCOS.\n1 This Web Application will provide a Self Test Analyser based on Machine Learning which takes the information and other steps are mentioned for PCOS Confirmation. \n2 It also contains a ChatBot integrated using DialogFlow Google APl. The women can resolve their general queries regarding PCOS.\n3 Every woman & doctor will have to register through Google Account. Patients will be directed to a personalized dashboard where the records of prescribed medicines, problems she is facing, lab reports & details of the last meeting with the doctors. The women can book the appointments online & can have meetings with the doctor via Video Calling from the dashboard. The doctors can enter his qualification details, hospital, working hours. \n4 The doctors also have to register through Google Account. The doctors can enter his qualification details, hospital, working hours. The doctor’s dashboard contains the list of all the patients where they can prescribe them the medicines timely.\n5 The app also contains a Community Building forum for connecting to other women and doctors in different parts of the World so that they can share their problems and help each other with the best exercises and eating habits.\n6 A separate Food & Yoga is present to follow the healthy habits for curing PCOS. Since there is no complete cure and medicine for PCOS, so Food and Yoga are something that will help PCOS women.\nSo the App spreads awareness, improves health standards, promotes diversity & increases the self-esteem of the women who can feel much happier and independent with such an interactive portal.", ,"[""HTML"",""Bootstrap"",""CSS"",""JavaScript"",""Embedded Javascript (EJS)"",""Machine Learning"",""Python"",""Dialogflow"",""MongoDB"",""Nodejs""]","{""Category"":""mental health"",""average predictions"":0.219641}",mental health
Feel Cart,The real shopping experience,https://devfolio.co/submissions/feel-cart-ed2c,"[""https://github.com/Anirudh-sk/Bu-hackathon""]","The problem Feel Cart solves\nThis pandemic situation has rapidly increased home shopping around the globe. Though home shopping is a better alternative yet it cannot be compared with the live experience experienced by the shopaholics during the pre-covid period. We have come up with a technology enhanced solution for this problem. An integrated platform enhanced with Virtual Reality technology providing a 360-degree view of the store. This software can be implemented on the base application directly as a compatible add-on to enhance the customer experience. The user can toggle between the regular online platform and the virtual platform to experience the lively shopping vibes sitting right under their roof.", ,"[""React"",""Firebase"",""JavaScript"",""Flask"",""Python"",""CSS3"",""HTML5"",""commerse js"",""Aframe""]","{""Category"":""health and wellness"",""average predictions"":0.193091}",health and wellness
GardenFresh,"Eat Fresh, Feel Fresh.",https://devfolio.co/submissions/gardenfresh-873c,"[""https://padavekartik.wixsite.com/garden-fresh""]","The problem GardenFresh solves\nIt mainly focuses on selling fresh farm products at reasonable prices to the customer which would otherwise be sold at a higher price due to all the middle people being involved. It provides farmers a name they can trust with their produce and also by customer to deliver all fresh products safely.", ,"[""Wix Website Builder""]","{""Category"":""general wellfare"",""average predictions"":0.182895}",general wellfare
Menu Base Program for a CafeBilling.,"This program represents a Menu of a cafe, through which a customer gives their order and after completing the program show their total amout of Bill to be pain.",https://devfolio.co/submissions/menu-base-program-for-a-cafebilling-3269,"[""https://www.programiz.com/c-programming/online-compiler/""]","The problem Menu Base Program for a CafeBilling. solves\nThis program is used in every cafe counter so that the receptionist may not suffer problem to manage the oder and calculate the particulars bill, and maintain their accounts and reputation in the market.", ,"[""C Prograamming""]","{""Category"":""education"",""average predictions"":0.156197}",education
Quinfo,It is an application to test knowledge and spread awareness about covid 19 pandemic.,https://devfolio.co/submissions/quinfo-a662,"[""https://github.com/utkrisht5/Quinfo""]","The problem Quinfo solves\nIt is a quiz app in which questions are based upon the information about the covid 19 pandemic. People can use it to check how much they are aware of the present situation and how they can protect themselves in this pandemic condition.", ,"[""Android st""]","{""Category"":""health and wellness"",""average predictions"":0.163768}",health and wellness
Psycare,Mental Health Matters..,https://devfolio.co/submissions/psycare-38ed,"[""https://docs.google.com/presentation/d/1cI55f5yF3ANYrR4VXHJq3iQxK29uOHuYcVQgePktO7Y/edit?usp=sharing"",""https://github.com/hyp9820/Bot_Army""]","The problem Psycare solves\nPsycare is an application system that is focused on mental health treatment. The system houses two applications which are for the doctor and patient end.", ,"[""Firebase"",""Flutter""]","{""Category"":""health and wellness"",""average predictions"":0.16197}",health and wellness
Edumate- Student Mangaer,Managing and accessing the student data.,https://devfolio.co/submissions/edumate-student-mangaer-ecda,"[""https://github.com/AmanKhakharia""]","The problem Edumate- Student Mangaer solves\nStudent data Manager using python, Php and MySQL", ,"[""MySQL"",""Python"",""phpMyAdmin""]","{""Category"":""technology"",""average predictions"":0.167377}",technology
Help Me Learn,By devs for devs,https://devfolio.co/submissions/help-me-learn-f946,"[""https://github.com/rayan1810/Help-Me-Learn""]","The problem Help Me Learn solves\nGood mentorship is hard to find in the times of Whitehat jr. We wish to solve that issue. Almost 90% of the students that pass out from colleges are clueless about what to do after their graduation and are looking for guidance. While on the other hand there are people, working professionals who want to give back to the society and community. We want to bring them together on a platform where they can meet and share there ideas on the basis of there knowledge and skills.", ,"[""React"",""MySQL"",""Socket.IO"",""Tailwind CSS"",""Nodejs""]","{""Category"":""mental health"",""average predictions"":0.247882}",mental health
Handwriting Rating System,Used a CNN classifier to recognise and lowlevel computer vision concepts to rate them.,https://devfolio.co/submissions/handwriting-rating-system-1740,"[""https://github.com/KashishShah1411/Handwriting_Rating_System""]","The problem Handwriting Rating System solves\nHelp people to improve on their handwriting.", ,"[""Python""]","{""Category"":""general wellfare"",""average predictions"":0.161207}",general wellfare
Color Clash 3D,Learn with fun,https://devfolio.co/submissions/color-clash-d-a487,"[""https://github.com/khushsoni""]","The problem Color Clash 3D solves\nIt make our mind Fresh", ,"[""Visual Studio"",""Unity Game Engine""]","{""Category"":""education"",""average predictions"":0.143103}",education
PotWhole,Potholes are a big problem to everyone as they not only make our drive troublesome but can lead to accidents and other issues. Our app will make it easier to track the condition of potholes.,https://devfolio.co/submissions/potwhole-aaa1,"[""https://github.com/abhishek7997/PotholeProblem""]","The problem PotWhole solves\nIn urban areas, potholes create problems for the public, as driving becomes dangerous due to uneven roads. The main problem is that the concerned departments are not able to coordinate to resolve the issue as there is disconnection between civil agencies, people and elected representatives.\nThe solution is an app which will act as an report or alert system which will work in a bidirectional way where the workers who are in the Municipal corporation of the city or any normal stakeholder can report of any potholes in their area.\nThis information will be stored in a database giving the people living in the area a feed of the pothole situation in their respective areas and notifications when the situation is handled and the potholes are removed by the authorities.", ,"[""Firebase"",""Flutter"",""GitHub""]","{""Category"":""safety and wellbeing"",""average predictions"":0.167857}",safety and wellbeing
Companion,Companion for you.,https://devfolio.co/submissions/companion-7fdf,"[""https://compan-ion.netlify.app/"",""https://github.com/devblin/companion""]","The problem Companion solves\nThis app detects the users's emotion by asking various questions and helps them learn about their emotions and understand them through articles, videos and biblical phrases, which may help the user to gain peace, and have control over their emotions.", ,"[""Material-UI"",""reactjs""]","{""Category"":""safety and wellbeing"",""average predictions"":0.153239}",safety and wellbeing
Secret Angel,"Allow only verified NGO/ organization.Collaboration with streamer.Provide E-certificate, Hampers & ITR-7 certificate.",https://devfolio.co/submissions/secret-angel-f3d9,"[""https://github.com/sarthakpant772/BruteForcefinal""]","The problem Secret Angel solves\nProvide Financial resources to combat Poverty\nImprove quality of life of the Neediest",Top 5,"[""Django"",""JavaScript"",""Python"",""PostgreSQL"",""HTML/CSS"",""Pga""]","{""Category"":""science and research"",""average predictions"":0.132222}",science and research
COVATT,COVATT - FILLS COMMUNICATION AND TRANSACTIONAL GAP BETWEEN VACCINATOR AND CONSUMER,https://devfolio.co/submissions/covatt-7d52,"[""https://github.com/ssbeast/Hacko-19-titans""]","The problem COVATT solves\nAS we know in india, covid vaccination for general population started just recently \nbut with the enormous population of our country, maintaining records \nand communication betwwen vaccinator and consumer is heft task, thats \nwhere our app COVATT fills the spot, that allows user to fetch their \nvaccinations record, look for nearby vaccination centers as well as pay\nthe vaccination fee, users can also link their family members and \nmonitor their status.", ,"[""Firebase"",""Flutter"",""Redis"",""MongoDB"",""Nodejs"",""React.js""]","{""Category"":""miscellaneous "",""average predictions"":0.183297}",miscellaneous 
Team11,one stop destination for Cricket Enthusiasts,https://devfolio.co/submissions/team-17a2,"[""https://github.com/RuntimeTerror404""]","The problem Team11 solves\nWhen people go to fantasy team platform like dream11 or mpl in order to make our fantasy team, the most common problem which arises is the insufficient knowledge of users about the stats, form and all other factor.", ,"[""JavaScript"",""scikit-learn"",""pandas"",""Ionic"",""AngularJS"",""Python"",""PostgreSQL"",""XGBoost"",""nest.js""]","{""Category"":""education"",""average predictions"":0.19375}",education
Feel Cart,The closest thing to real shopping,https://devfolio.co/submissions/feel-cart-c3f4,"[""https://github.com/Anirudh-sk/vihaan.git""]","The problem Feel Cart solves\nAn integrated platform enhanced with Virtual Reality technology providing a 360-degree view of the store. This software can be implemented on the base application directly as a compatible add-on to enhance the customer experience. The user can toggle between the regular online platform and the virtual platform to experience the lively shopping vibes sitting right under their roof.\nThis pandemic situation has rapidly increased home shopping around the globe. Though home shopping is a better alternative yet it cannot be compared with the live experience experienced by the shopaholics during the pre-covid period. We have come up with a technology enhanced solution for this problem.", ,"[""Firebase"",""Flask"",""Material-UI"",""React.js"",""Aframe"",""Commerce Js""]","{""Category"":""health and wellness"",""average predictions"":0.192273}",health and wellness
Cleopatra,"A Blockchain paradigm, at your service.",https://devfolio.co/submissions/cleopatra-be76,"[""https://github.com/RankJay/Cleopatra"",""https://twitter.com/Cleopat51842118""]","The problem Cleopatra solves\nCleopatra, at its core, is a multi-purpose Twitter bot that can constantly push forward the user engagement of a decentralized ecosystem.\nImagine, you are at a break/or on a weekend spending your leisure time on social media, especially Twitter, looking for some trends and good times, and suddenly you recall, you forgot to check the CoinMarketCap of your crypto and don't want to grab or your laptop or go to the website! Cleopatra to the rescue. All you have to do is mention the bot and ask for the price feed change, it will grab the tweet spontaneously and use a DApp to fetch the latest price feed, in this case, ChainLink API.\nWhat if you want to throw a giveaway or send out an airDrop on Twitter, but don't want to rely on other sources to handle it? Cleopatra is here to automate tasks for you, the really cool thing about this giveaway is that it actually picks ""RANDOM"" users. How? Well using the ChainLink's VRF API, to sustain the oracle problem, this bot, after getting through some dramatic algorithm shifts, which is solely based on randomness provided by the API, get you your giveaway winners, and at the same time, will send out DMs to each one, for the process of how to avail them! Cool isn't it? To put the verifiable randomness of blockchain to use. Apart from these features, the bot is also designed to provide all these details apart from normal chatting exclusively via DMs, just in case you don't want to let the world know you hold XYZ crypto. My goal here is to provide a reliable, interactive, user-friendly space to communicate with a decentralized world. My future plan here is to actually include more features such that be it MATIC or LINK token, it is available and open to almost all the cryptos and even beyond.", ,"[""Python"",""Chainlink"",""Web3.py""]","{""Category"":""science and research"",""average predictions"":0.430484}",science and research
College Management Portal,"A one-stop portal to make students' campus life more efficient, interactive and productive.",https://devfolio.co/submissions/college-management-portal-cb76,"[""https://github.com/kartikeya-123/Hacko-4-code4bbs"",""https://cmp-code4bbs.herokuapp.com/""]","The problem College Management Portal solves\nEver felt it would be handier to have all the activities of the institute in one place? Well, this website portal has got your back! From lodging complaints about mess food, civil and hygiene in the hostel which will directly be addressed by the hostel office, to obtain materials for your courses, mess menu, dates of every fest and event happening in the institute, you can find everything pertaining to your campus life. We have focussed on three major issues which are student-related, college-related, and hostel-related.\nStudent-related: Getting the right people to collaborate at the right time is often tough, more so when the semester goes on virtually. This is our attempt to provide a directory of our students which supports search based on skills, positions of responsibilities, student activities, and, of course, branch and year. The portal supports workflow for endorsed profiles, robust reporting for spam-prevention, sign-up control, and has a pretty UI.\nCollege-related: Students will be provided with a timetable based on their course and batch. The portal also provides the opportunities to share resources like previous year question papers, reference guides, etc which will be a great help for the upcoming batches. Also, a daily calendar is present which lists all the important events happening on that particular day.\nHostel-related: Students face a lot of issue with hostel facilities and they lack a proper platform to raise their issues so to solve that issue we have a created a platform to raise issues which will be visible to all the students and hostel warden. Students who face similar problems can upvote the issue to increase its impact. Another cool feature is due to very limited sports equipment in the hostel, we created a platform where students can issue particular equipment and also return it.", ,"[""Node.js"",""JavaScript"",""Express.js"",""MongoDB"",""React.js"",""MaterialUI""]","{""Category"":""education"",""average predictions"":0.324902}",education
Forged App,"Unmask Forgery , Unmask Cyber crimes.",https://devfolio.co/submissions/forged-app-e8c6,"[""https://forged-app.netlify.app/"",""https://github.com/im-ankitjais/Forged-App""]","The problem Forged App solves\nNowadays cyber crimes are happening all around the world , reaching to all the corners of the world . Photographs are manipulated and are used in a very improper way with bad intentions . Also, Forensic documents like Aadhar cards , driving license , pan cards etc are manipulated. And many more such forgery happen due to morphing of images.\nCelebrities are nowadays trolled for the manipulated images by the memers or the fraudsters . \nSo, our team XIKEN.TECH has planned to build a platform which can detect forged images and also let people to be aware and this will definitely help to reduce cyber crimes . \nEven on social media platforms, people use manipulated pictures to troll or to destroy someone's reputation, so our team has decided to build a Twitter bot where people can identify whether an image is morphed or not .", ,"[""React"",""TensorFlow"",""AWS"",""FastAPI"",""GraphCMS"",""Spline""]","{""Category"":""safety and wellbeing"",""average predictions"":0.226917}",safety and wellbeing
